accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-415.160658,676.785087,1635.445845,-8067.245824,9625.69104,-36612.00342
-519.159861,1125.555057,1998.571212,58705.25619,110196.9737,37677.70493
631.214694,1145.745117,1998.571212,94348.96093,286685.1648,-122183.2509
1162.274454,-10.431531,299.812194,44352.6633,286685.1648,-87158.34054
1109.759904,-278.58204,-1381.989213,24396.54312,193258.6659,30704.8085
1065.290787,-12.13443,-851.123196,-56602.50106,-260844.768,37299.55278
1143.369216,171.890829,604.498554,-157437.3443,-286685.1648,57410.37156
472.865481,1058.764707,1998.571212,-37694.89366,-286685.1648,82826.77957
-449.198244,1062.782325,1998.571212,-82838.23872,12055.03211,-20162.38498
-12.74625,453.654333,719.663472,-1266.236738,-21262.46396,-33483.65383
-351.480393,838.060839,1998.51003,-41081.07426,20763.99067,-24935.12346
86.134059,694.843974,1998.571212,23588.67263,286685.1648,-44318.28583
1134.82413,-92.415411,741.138354,105217.9704,286685.1648,-31174.6339
1072.969128,-182.811816,-1237.548708,46380.93391,252382.1813,40445.0911
945.608598,85.399875,-1318.492494,-36296.87663,-222519.6208,30991.2874
1130.011146,138.220335,474.87429,-144683.3037,-286685.1648,95013.59197
710.945037,838.060839,1998.571212,-2171.510062,-286685.1648,38972.58956
-430.405173,1155.442464,1998.571212,20827.01603,-26774.31799,-23170.41343
-359.403462,1287.809721,1998.571212,-31896.56073,194845.759,2188.698796
1101.520728,438.032529,1505.454489,166266.624,286685.1648,-91684.70716
938.654244,-73.867068,-121.996908,44702.16756,286685.1648,-24511.13468
937.92006,-104.672205,-1699.921476,35815.59208,123644.2932,1879.301584
1068.829146,53.187552,-455.90787,-47950.83828,-286685.1648,57249.94338
1317.513582,-74.968344,1668.015063,-269702.6956,-286685.1648,21709.37104
-164.212488,1585.674288,1998.571212,96772.57242,-188675.0035,55393.5601
-131.755437,618.34608,1395.959103,-39946.61782,44599.03515,-31174.6339
-273.697677,899.915841,1979.604792,-18237.24677,62211.75792,13516.0745
367.520274,1040.70582,1998.571212,66554.77805,286685.1648,-47469.55373
1282.140189,55.390104,895.775859,83107.52889,286685.1648,-67849.66268
892.594395,-102.78576,-857.46573,61976.84523,257240.8635,-10588.26014
988.425801,-43.612569,-1784.831895,-10473.66858,-127752.4007,30905.34373
